country,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp
Burkina Faso,1.9331956509268653,-0.40793652531660096,-0.566800683918056,-0.4376002872905506,-0.8176105197931809,-0.09221288904070754,-1.4273592212260278,1.9360100288886861,-0.6779756955594782
Burundi,1.376092654140262,-0.41294739837909505,-0.5734593425721073,-0.443030820424356,-0.8522614517495286,0.42870902560408863,-1.4499160217885771,2.194406547560599,-0.696800516647701
Cambodia,0.1524557147696871,-0.3903681012789868,-0.5635212987068653,-0.41731828785160574,-0.7608995350598189,-0.44234073331016055,-0.50253039816148,-0.045029947595980294,-0.6664290756478067
Cameroon,1.7342302949316497,-0.3978684398825315,-0.5509611052417078,-0.4250889520397812,-0.7536155553692954,-0.5571523028402522,-1.4950296229136777,1.432468095066497,-0.6377540574785372
Canada,-0.8125262618071077,0.35562412757316936,2.393902649696076,0.5526565569335653,1.2255457833986767,-0.4660621319734027,1.211786444592317,-0.8732239176982656,1.8844436284406103
Cape Verde,-0.2927292692696074,-0.3536971006444333,-0.5130013500449023,-0.30973375921105195,-0.5886854438052976,-0.6904665633276728,0.21928721984011923,-0.1841665345731642,-0.5283074232446839
Central African Republic,2.753927744407129,-0.411160410870847,-0.5784956248078815,-0.441146415608766,-0.8458099268807793,-0.5476637433749555,-2.600312850478625,1.4987236126746795,-0.6850350034675617
Chad,2.778798413906531,-0.3956766977058964,-0.5657544187222348,-0.42260066223064313,-0.7915963066127396,-0.13206483879495423,-1.5852568251638772,2.4130497556676023,-0.6603547874478279
Chile,-0.7354271863589619,-0.14270759692956672,-0.016644254769448107,-0.17390770373550524,0.11734030191187847,0.11179113946317447,0.9636616384042671,-0.7075851236778085,-0.0035108120933577455
China,-0.5613324998631483,-0.34717310181893135,-0.4596535733394412,-0.37893951128863235,-0.3961802662700323,-0.07987776173582158,0.45613362574689315,-0.8997261247415386,-0.4599032768485257
Colombia,-0.48920755831488266,-0.3586424156381548,-0.3242515675305827,-0.3733527057821035,-0.3249013221556232,-0.37212539326696403,0.659144830809844,-0.6214529507871709,-0.36742087092091974
Comoros,1.2417910388434918,-0.40701660297772146,-0.5690685476661801,-0.42209761791739964,-0.8186510883203986,-0.3711765373204343,-0.5250871987240286,1.1939482316770385,-0.6673593720387945
"Congo, Dem. Rep.",1.9331956509268653,-0.4064368593818089,-0.573669029907931,-0.43790955931615005,-0.8603258578354654,1.2352365801543195,-1.4724728223511274,2.3799219968635112,-0.6911640149846575
"Congo, Rep.",0.6374337700080248,-0.2839777574520857,-0.5508491903333155,-0.3470154928084402,-0.6219836366762626,1.2257480206890223,-1.1453992141941531,1.3264592668934043,-0.5594997140013321
Costa Rica,-0.698121182109859,-0.26217752324482724,-0.09071967473223551,-0.2535234321950337,-0.21564162679776983,-0.11498543175741986,1.1102808420608432,-0.6810829166345354,-0.26071040254291283
Cote d'Ivoire,1.8088423034298555,-0.3796485646235598,-0.5523770237095774,-0.41318716086062957,-0.7520547025784688,-0.22695043344792254,-1.6078136257264275,1.538476923239589,-0.6426791560190606
Croatia,-0.815013328757048,-0.13083817130144026,-0.005085282141460538,-0.09851242024612727,0.15376020036449625,-0.6604827154173347,0.6478664305285681,-0.9262283317848117,0.029323178176798224
Cyprus,-0.8622676008059116,0.4487156923726078,0.4354251602650255,0.7582924540252309,0.8717524841446754,-0.5476637433749555,1.0538888406544682,-1.0123605046754494,0.9760365642996285
Czech Republic,-0.867241734705792,0.3151441964464984,0.2803478454120824,0.399943267044337,0.5803932965237332,-0.8740701889811665,0.7832072339038681,-0.9527305388280849,0.3740800760134359
Denmark,-0.8498322660562107,1.2203901886395743,3.0931202713833015,1.2749730999670885,1.3972395903895891,-0.4328521738448638,1.0087752395293677,-0.7142106754386266,2.4645107898800322
Dominican Republic,-0.0962509802243322,-0.34505981950328896,-0.3996326614246144,-0.32546531442854537,-0.31449563688344667,-0.22220615371527405,0.45613362574689315,-0.23054539689889206,-0.411199524614461
Ecuador,-0.3275482065687701,-0.34154475076649676,-0.37925078512306754,-0.3462614036102194,-0.4055453830149911,-0.029588396569748432,0.6929800316536686,-0.19079208633398234,-0.454430945136833
Egypt,-0.22806552857116236,-0.38319320926812295,-0.5209183554301314,-0.40205036794585747,-0.37901088557094104,0.21996071736755823,-0.006280785785380329,0.1603621569893865,-0.5671609783977019
El Salvador,-0.47428515661524157,-0.3692138495403282,-0.47334115638923974,-0.35420456740702944,-0.5122036570548003,-0.48693696279705573,0.39974162434051824,-0.4491886050058954,-0.5458188847221005
Equatorial Guinea,1.8088423034298555,0.4046420094337536,-0.16183296876145375,0.23751409010750832,0.8613467988724989,1.6242675182314894,-1.0890072127877783,1.4987236126746795,0.22632711979773404
Eritrea,0.4210589453632281,-0.41280886036280734,-0.5812403796954985,-0.4415475965167525,-0.8181308040567897,0.3622891093470107,-0.998780010537578,1.1011905070255827,-0.6830649640513524
Estonia,-0.8398839982564499,0.1977669051150402,-0.09819180443684017,0.23467091473989485,0.28903410890279085,-0.5732828539312569,0.6140312296847434,-0.813593951850901,0.0895188270054175
Fiji,-0.352418876068172,-0.29636838870017784,-0.48961002060972,-0.29018130357147076,-0.5096022357367562,-0.3370177232453657,-0.5927576004116795,-0.1841665345731642,-0.5097014954249289
Finland,-0.8771900025055528,0.5836376354082643,1.7138943033299283,0.72889252072751,1.1787201996738823,-0.7050789449042298,1.0651672409357427,-0.7142106754386266,1.8187756479002983
France,-0.8473451991062704,0.19309056347123665,2.1016989485800894,0.3286525196971733,1.027837763227323,-0.638753914241805,1.2230648448735928,-0.6082018472655343,1.5123250720455093
Gabon,0.6324596361081445,-0.13235881938966992,-0.4178619853090225,-0.33644938041709554,-0.09077340353165173,0.8367170826118525,-0.8634392071622788,0.7500362637022137,-0.2306125781286032
Gambia,1.0453127497982164,-0.40663317644508934,-0.5705741650979405,-0.43284297990206455,-0.8056439817301779,-0.330375731619658,-0.5702007998491292,1.8300012007155937,-0.6786870986819983
Georgia,-0.5414359642636267,-0.3562847135564043,-0.4219209887029546,-0.34264504817860736,-0.5418598600805034,0.07288804565545744,0.25312242068394386,-0.6810829166345354,-0.5474605842356083
Germany,-0.8473451991062704,0.5725885226937881,2.111387104828981,0.6081427946832991,1.209937255490412,-0.6664605078804717,1.076445641217017,-1.0322371599579043,1.5779930525858212
Ghana,0.9060370006015658,-0.3925319416558379,-0.550304649137257,-0.40820785397581383,-0.7328041848249424,0.8367170826118525,-0.9423880091312031,0.8759217471577607,-0.6377540574785372
Greece,-0.8548063999560911,-0.08235042363675261,0.9543205817932884,0.11385982519854118,0.6012046670680862,-0.674525783425974,1.1102808420608432,-0.9726071941105398,0.7626156275436149
Grenada,-0.5886902363124904,-0.31621438085056286,-0.3479112700296711,-0.20197536732859378,-0.3092927942473584,-0.692838703193997,0.08394641646481918,-0.46906526028835016,-0.3061307557499619
Guatemala,-0.07138031072493027,-0.3733528025202912,-0.4804424635615593,-0.379162465328251,-0.542900428607721,-0.2506718321111646,0.08394641646481918,0.28624764044493384,-0.5545746154608088
Guinea,1.7591009644310518,-0.4031405407553236,-0.5705916483224355,-0.43011830426560005,-0.8300973421197927,0.7892742852853684,-1.4160808209447526,1.5848557855653171,-0.6739808934099426
Guinea-Bissau,1.8834543119280613,-0.40954908193331924,-0.5624911247590665,-0.4360768362014869,-0.8196916568476161,-0.4565735725081059,-1.686762427695352,1.3927147845015868,-0.6795079484387522
Guyana,-0.016664837826245955,-0.3269007701678464,-0.49731488878053365,-0.28525245111763897,-0.5881651595416889,-0.19468933126591323,-0.5702007998491292,-0.19741763809480078,-0.5430827188662541
Haiti,4.221297244871843,-0.40844511932306427,-0.5629091631333003,-0.4200016453999942,-0.8139685299479191,-0.2212572977687444,-4.337186493794972,0.25311988164084254,-0.6732147669703057
Hungary,-0.802577994007347,0.18388296954250669,-0.05373207590385327,0.234077734267515,0.26822273835843785,-0.5173003530860055,0.4448552254656188,-1.1249948846093603,0.007433851330027577
Iceland,-0.8871382703053136,0.8344859761866091,1.6045963107059422,0.7877946598181895,1.126691773313,-0.21935958587568508,1.290735246561242,-0.49556746733162327,1.583465384297514
India,0.5105933555610749,-0.3970715644806996,-0.5579365777409095,-0.4242605448283542,-0.6625658092377509,0.11368885135623379,-0.49125199788020407,-0.23054539689889206,-0.6355651247938602
Indonesia,-0.12360871667367436,-0.37192478840734455,-0.5431838542943219,-0.4017067323618581,-0.45341153526700306,0.7133658095629936,-0.07395118747302955,-0.3100520180287115,-0.5392520866680693
Iran,-0.4717980896653013,-0.32518425144513285,-0.3847719206037575,-0.3628309114720286,0.013283449190113374,0.7702971663547744,0.4448552254656188,-0.7870917448076278,-0.35209834212818025
Iraq,-0.034074306475827376,-0.31515746067474376,-0.3776617047820137,-0.34458004378850837,-0.2312501547060346,0.8367170826118525,-0.37846799506745427,1.0680627482214908,-0.4631866758755413
Ireland,-0.8473451991062704,2.3850671152245626,1.9035538816667013,2.422981859012487,1.4856879152030895,-1.0439154034099798,1.1102808420608432,-0.5949507437438978,1.955583940692615
Israel,-0.8373969313065097,0.183559308665012,0.7116044282291102,0.23720727262179464,0.6480302507928805,-0.5704362860916677,1.2230648448735928,0.05435332881629388,0.9650919008762432
Italy,-0.8523193330061509,0.08934051115429884,1.3112456209765808,0.21472096000215565,0.9914178647747053,-0.7081152839331248,1.2569000457174175,-0.9858582976321764,1.2496531498842616
Jamaica,-0.5016428930645837,-0.33235389791763725,-0.46304108728301907,-0.2909360745863264,-0.4757837586021826,0.1924438949181975,0.46741202602816906,-0.5154441226140783,-0.4533364787944945
Japan,-0.8722158686056724,-0.041608215592111704,1.7629753937517545,-0.03656937896370743,0.9706064942303522,-0.9186664184680615,1.3809624488114416,-1.0322371599579043,1.725746008801523
Jordan,-0.42703088456637783,-0.31490969269266156,-0.4236403580418383,-0.2760779264781647,-0.3993019718516852,0.06150177429710115,0.5914744291221932,0.47176308974784587,-0.5080597959114211
Kazakhstan,-0.41708261676661706,-0.19038396025653478,-0.37173021463721834,-0.26430090774320336,0.15376020036449625,1.1118853071054606,-0.24312719169215422,-0.23054539689889206,-0.21310111665118667
Kenya,0.5951536318590416,-0.40292709198697574,-0.5628043194653884,-0.4270517657683869,-0.7629806721142542,-0.540072895802718,-0.874717607443554,0.9421772647659439,-0.656524155249643
Kiribati,0.6075889666087425,-0.4030386433825123,-0.494632271722651,-0.36803385421309787,-0.8020019918849162,-0.5941576847549098,-1.1115640133503277,0.5910230214425748,-0.6279038603974904
Kuwait,-0.6831987804102178,1.0189112923990922,-0.024600792286497336,0.34879338309268987,3.020526492849125,0.32433487148582335,0.8621560358727933,-0.48894191557080513,1.3974061060999634
Kyrgyz Republic,-0.2156301938214614,-0.38875794421704996,-0.5580986038023134,-0.40018491763271824,-0.7468518599423807,0.21047215790226143,-0.23184879141087988,0.10073219114202205,-0.6612850838388157
Lao,1.010493812499054,-0.3915771420672284,-0.5600061683602848,-0.410885347901142,-0.6849380325729304,0.1345636821798867,-0.7619336046308042,0.13385994994611333,-0.6470570213884147
Latvia,-0.7578107889084236,-0.07547542016996754,-0.168091294982002,-0.024685315017063742,0.06010903291490766,-0.8154308914856321,0.28695762152776844,-1.052113815240359,-0.09106811948044033
Lebanon,-0.6956341151599187,-0.23709492131097543,-0.24157763050160969,-0.08554290421669203,-0.04394781980685743,-0.7158010171000152,1.0426104403731922,-0.886475021219902,-0.22459301324574127
Lesotho,1.527803738086614,-0.3883728993800304,-0.5160687093997955,-0.36863453466846186,-0.7681835147503425,-0.3446085708176032,-2.713096853291375,0.2332432263583875,-0.6454153218749069
Liberia,1.2691487752928339,-0.41061191729069246,-0.5668947815275999,-0.4285592623481935,-0.8555912710366251,-0.21935958587568508,-1.1002856130690535,1.3728381292191318,-0.691547078204476
Libya,-0.5389488973136866,0.028849409222521268,-0.32697705746381966,-0.10188059442262867,0.6480302507928805,0.6089916554447283,0.6253096299660178,-0.35643088035443937,-0.047289465786899035
Lithuania,-0.8000909270574068,0.023179763506406412,-0.11800241359405589,0.10061212798205892,0.2057886267253788,-0.5125560733533572,0.2982360218090444,-0.9593560905889031,-0.052761797498591695
Luxembourg,-0.8821641364054332,9.839814177922182,3.954196917297694,9.716681220230122,3.8789955278036867,-0.3948979359836764,1.211786444592317,-0.8732239176982656,5.036506694375584
"Macedonia, FYR",-0.6931470482099785,-0.31326460257739513,-0.4091560076591568,-0.2693593053576698,-0.2988871089751819,-0.5448171755353663,0.3884632240592439,-0.979232745871358,-0.46099774319086423
Madagascar,0.5951536318590416,-0.4083355210535126,-0.5797098180453504,-0.43709642479734523,-0.8196916568476161,0.09566058837216969,-1.1002856130690535,1.094564955264764,-0.6868408729324204
Malawi,1.298993578692116,-0.40825728440691816,-0.5715372457797626,-0.4382827175604414,-0.8384218903375339,0.40973190667349485,-1.9687224347272263,1.5649791302828622,-0.6843236003450417
Malaysia,-0.7553237219584834,0.025737242474610615,-0.3666801239948365,-0.010135348027885568,0.2057886267253788,-0.04856551550034211,0.4448552254656188,-0.5286952261357148,-0.21310111665118667
Maldives,-0.6235091736116531,-0.10664173052872927,-0.3381407087736053,-0.13261007015844223,-0.3457126926999762,-0.46511327602687297,0.8283208350289687,-0.4756908120491686,-0.3209060513715321
Mali,2.4554797104143056,-0.4050892024522402,-0.568747557891612,-0.4322611175858245,-0.7947180121943925,-0.32373373999395016,-1.2469048167256278,2.3865475486243293,-0.670697494382927
Malta,-0.7826814584078254,1.387410362146779,0.4278472403485077,1.7662901670899473,0.5803932965237332,-0.37497196110655306,1.0990024417795672,-1.052113815240359,0.44522038826544047
Mauritania,1.4706011982379896,-0.3801463327317069,-0.558913745224634,-0.39913219274840284,-0.7192767939711129,1.0549539503136793,-0.2656839922547045,1.3463359221758593,-0.6437736223613991
Mauritius,-0.5787419685127296,-0.18552569887813947,-0.32111962046736353,-0.10993284888102582,-0.06475919035121044,-0.6311630666695676,0.3207928223715947,-0.9129772282631752,-0.2716550659662981
"Micronesia, Fed. Sts.",0.04302476897231865,-0.3765916434392214,-0.36225530918392046,-0.29125516477146873,-0.7182362254438952,-0.37781852894614215,-0.5814792001304036,0.3392520545314801,-0.552932915947301
Moldova,-0.5240264956140454,-0.378440974728907,-0.48219356996401697,-0.3619629588957763,-0.6885800224181922,0.31484631202052654,-0.09650798803557983,-1.1117437810877235,-0.6202425960011206
Mongolia,-0.3026775370693682,-0.3450374980634617,-0.5081121718827463,-0.34675844793707555,-0.4908720022468385,2.9811315217689365,-0.49125199788020407,-0.20404318985561892,-0.5644248125418555
Montenegro,-0.7826814584078254,-0.2761730660164967,-0.24954530383043932,-0.16363545431381082,-0.1636132004368873,-0.5865668371826723,0.659144830809844,-0.7804661930468095,-0.34388984456064126
Morocco,-0.1186345827737939,-0.3632456545665241,-0.5064418001156962,-0.3662345401135458,-0.5569481037251593,-0.6457754482461247,0.332071222652869,-0.24379650042052864,-0.5545746154608088
Mozambique,1.5601356084358364,-0.4067320046199244,-0.5762244203162233,-0.4360063363614362,-0.8442490740899528,-0.013457845478743825,-1.8108248307893768,1.730617924303319,-0.6865125330297188
Myanmar,0.6498691047577259,-0.41403714669646796,-0.5775419538870137,-0.44916041388123107,-0.6984654234267599,-0.07038920227052478,-0.4235815961925548,-0.35643088035443937,-0.6553749655901876
Namibia,0.44095548096274956,-0.2756585568284793,-0.3924545171510105,-0.23441006646834056,-0.4518506824761766,-0.40059107166285457,-1.3484104192571025,0.43200977918293615,-0.42542758706486195
Nepal,0.21711945546813216,-0.41093241968445166,-0.5710740516887596,-0.43451247611432803,-0.7884746010310867,0.6943886906323998,-0.25440559197343016,-0.22391984513807392,-0.6770453991684905
Netherlands,-0.8398839982564499,1.6068859192479605,2.7444023254821155,1.7319811540208074,1.475282229930913,-0.6579208043617046,1.1441160429046677,-0.7672150895251729,2.0431412480796975
New Zealand,-0.7976038601074665,0.15571889284050666,1.3067690246408863,0.19415737029298905,0.7885070019672633,-0.38446052057185,1.166672843467218,-0.5154441226140783,1.1347341839387157
Niger,2.1072903374226786,-0.4097860798206847,-0.5783809259465441,-0.43755474193933797,-0.8496600304314845,-0.49642552226235254,-1.325853618694553,3.009349414141248,-0.6903978885450206
Nigeria,2.2813850239184923,-0.3812015787995389,-0.5226048741242632,-0.4215625964039785,-0.6240647737306978,9.129718055281284,-1.134120813912878,1.9161333736062311,-0.5819362740192721
Norway,-0.8722158686056724,1.5310265059951396,4.046033957050115,1.2569049591417265,2.3493597927937397,-0.17381450044226024,1.1779512437484922,-0.6612062613520805,4.095265639964446
Oman,-0.660815177860756,0.29349798017404777,-0.29071328640115923,0.09294850900556584,1.4648765446587364,0.741831487958884,0.6253096299660178,-0.03177884407434372,0.34671841745497256
Pakistan,1.3387866498911591,-0.40626241732955914,-0.5756397345186968,-0.43544847399074527,-0.6693295046646657,0.2958691930899329,-0.5927576004116795,0.5976485732033932,-0.6525293531001074
Panama,-0.4618498218655406,-0.09847208355196524,-0.2239707984957223,-0.01839487474329812,-0.09077340353165173,-0.4926300984762338,0.8170424347476928,-0.21729429337725548,-0.26727720059694404
Paraguay,-0.352418876068172,-0.3147819024496507,-0.4828110507272365,-0.3357880182812238,-0.5127239413184091,-0.15958166124431503,0.39974162434051824,-0.14441322400825446,-0.5326852886140381
Peru,-0.44692742016589937,-0.3362199712957125,-0.44638859434670636,-0.36774408214325716,-0.37380804293485276,-0.19658704315897266,0.8283208350289687,-0.2702987074638018,-0.43473055097473945
Philippines,-0.15842765397283703,-0.37273338256508576,-0.5455658044341355,-0.39605174519183733,-0.6006519818683007,-0.3379665791918955,-0.175456790004505,0.14048550170693178,-0.5928809374426574
Poland,-0.802577994007347,-0.13214397553133286,-0.06501822114322263,-0.08752835425757707,0.24220852517799657,-0.5808737015034943,0.6478664305285681,-1.0189860564362678,-0.01992780722843573
Portugal,-0.8548063999560911,-0.03867852661478854,0.7896776046210378,0.12454389186772691,0.5231620275267623,-0.6773723512655632,1.0426104403731922,-1.0322371599579043,0.5218330322291378
Qatar,-0.7279659855091413,2.0299274272134697,0.12009794598717377,0.6915698781320267,5.611542125621075,-0.07608233794970284,1.0087752395293677,-0.5816996402222612,3.13760759041823
Romania,-0.6657893117606364,-0.2643773011398002,-0.33268193383888517,-0.23148439128790177,0.03409481973446639,-0.40343763950244355,0.35462802321541925,-0.8997261247415386,-0.25906870302940505
Russia,-0.7030953160097393,-0.23974447621846695,-0.2857300106294594,-0.29527106475114345,0.3098454794471439,0.6089916554447283,-0.1528999894419547,-0.9129772282631752,-0.12390210975059629
Rwanda,0.6299725691582042,-0.41032715152209664,-0.5554644275256752,-0.4376889234530902,-0.8217727939020515,-0.4907323865831744,-0.6717064023806046,1.0349349894173996,-0.6786323753648814
Samoa,-0.4817463574650621,-0.3578806965040508,-0.4640950918680277,-0.3242994079828333,-0.6110576671404772,-0.5751805658243162,0.10650321702736945,0.9223006094834889,-0.5206461588483142
Saudi Arabia,-0.5613324998631483,0.12009945523621367,-0.12737319920720763,-0.014955791636765118,1.4700793872948246,0.8936484394036334,0.512525627153268,0.00797446649056601,0.34671841745497256
Senegal,0.7095587115562904,-0.4002021464164678,-0.5568647558570523,-0.42172759602962895,-0.778589200022519,-0.5628454385194303,-0.7393768040682539,1.399340336262405,-0.6547182857847844
Serbia,-0.7627849228083039,-0.3147729738737198,-0.2751064461910199,-0.2725195254605208,-0.2312501547060346,-0.18045649206796804,0.46741202602816906,-1.025611608197086,-0.4133884572991381
Seychelles,-0.5936643702123708,0.15121554235536416,-0.38392559890845207,0.3460661165530126,0.169368728272761,-1.1378521421164183,0.3207928223715947,-0.5154441226140783,-0.11842977803890363
Sierra Leone,3.02750510890055,-0.4103566158226686,-0.5592762158980839,-0.43981925952889556,-0.8285364893289662,0.8936484394036334,-1.7544328293830018,1.4920980609138614,-0.6876069993720574
Singapore,-0.8821641364054332,4.786798237034313,0.43909997815253593,5.079237196162904,2.859238371130389,-0.7427485259814584,1.3696840485301673,-1.1912504022175432,1.8406649747470691
Slovak Republic,-0.7777073245079451,0.29269998870022446,0.22405631686248978,0.4313477412487206,0.41910517480499726,-0.6923642752207321,0.5576392282783685,-1.005734952914631,0.19896546123927072
Slovenia,-0.8722158686056724,0.4255348771120355,0.6376403663841261,0.5543338258554669,0.6012046670680862,-0.8320358705499014,1.0087752395293677,-0.9129772282631752,0.5710840176343717
Solomon Islands,-0.2529361980705643,-0.3786078274916154,-0.5269678851797983,-0.3777858775423488,-0.799400570566872,-0.09221288904070754,-0.998780010537578,0.8560450918753063,-0.6388485238208758
South Africa,0.38375294111412517,-0.29790968412024765,-0.22600197056445537,-0.3132014786162516,-0.2676700531586524,-0.13586026258107295,-1.833381631351927,-0.2371709486597105,-0.3110558542904853
South Korea,-0.8498322660562107,0.1951329752154277,0.2643623876014117,0.24694361416844254,0.6896529918815865,-0.43854530952404186,1.076445641217017,-1.1382459881309968,0.4999437053823671
Spain,-0.8572934669060314,0.022761236509645958,1.0423380381050553,0.11176664812933895,0.7989126872394399,-0.7232020934829468,1.2794568462799678,-1.0454882634795408,0.9705642325879359
Sri Lanka,-0.673250512610457,-0.3833628522108099,-0.5423804054743707,-0.3978585592743735,-0.4466478398400883,1.425007769460256,0.4335768251843444,-0.49556746733162327,-0.5556690818031472
St. Vincent and the Grenadines,-0.43697915236613866,-0.3205776643007895,-0.43332350317542845,-0.2066601294271244,-0.37588917998928806,-0.3170917483682424,0.11778161730864378,-0.5816996402222612,-0.36851533726325825
Sudan,0.9557783396003696,-0.3978271452188511,-0.5362991386611299,-0.43184848215837124,-0.7166753726530688,1.1213738665707575,-0.4799735975989297,1.2800804045676761,-0.6284510935686597
Suriname,-0.352418876068172,-0.17093305759109167,-0.26442163478778863,-0.23189620853539306,-0.15320751516471076,-0.05520750712604984,-0.028837586347930606,-0.28354981098543836,-0.2552380708312202
Sweden,-0.8771900025055528,0.9291065596142124,2.205167343737071,0.9965669134304843,1.3400083213926184,-0.6443521643263301,1.2343432451548673,-0.6413296060696256,2.1416432188901653
Switzerland,-0.8398839982564499,2.250189815068561,4.188327359979234,2.2618208610166084,1.9955664935397386,-0.7083050551224308,1.3132920471237923,-0.9461049870672665,3.372917854021014
Tajikistan,0.35142107076490253,-0.40796096729321174,-0.5638065982046775,-0.4197184187698487,-0.7822311898677807,0.44768614453468225,-0.10778638831685577,0.3723798133355714,-0.6690557948694192
Tanzania,0.8363991260032404,-0.40677168097921723,-0.5648879968866658,-0.4352765198354186,-0.7832717583949984,0.1393079619125352,-1.269461617288178,1.6444857514126816,-0.6710258342856286
Thailand,-0.5812290354626699,-0.22558152264809322,-0.4786334509378439,-0.2386161932891578,-0.18962741361732854,-0.351250562443311,0.6817016313723927,-0.9262283317848117,-0.4314471519477239
Timor-Leste,0.6051018996588023,-0.40967759762312445,-0.40557361700942307,-0.38096859759415225,-0.7957585807216102,1.7760844696762388,0.0613896159022689,2.1745298922781444,-0.5124376612807753
Togo,1.2940194447922357,-0.403149915760051,-0.5675929969262269,-0.4301395769446095,-0.829056773592575,-0.6264187869369191,-1.3371320189758273,1.2734548528068579,-0.6827366241486509
